Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
6,6,2024-04-06,7442,620,1,0,0,0
1,7,2024-04-07,0,0,0,0,0,0
2,7,2024-04-07,0,0,0,0,0,0
3,7,2024-04-07,5153,429,1,0,0,0
4,7,2024-04-07,0,0,0,0,0,0
5,7,2024-04-07,0,0,0,0,0,0
6,7,2024-04-07,6309,526,1,0,0,0
1,1,2024-04-08,6815,568,1,1,0,0
2,1,2024-04-08,5797,483,1,0,0,0
3,1,2024-04-08,7454,621,1,1,0,0
4,1,2024-04-08,6671,556,1,0,0,0
5,1,2024-04-08,8479,707,1,1,0,0
6,1,2024-04-08,7602,634,1,0,0,0
1,2,2024-04-09,4481,373,1,0,0,0
2,2,2024-04-09,5191,433,1,0,0,0
3,2,2024-04-09,5449,454,1,0,0,0
4,2,2024-04-09,6024,502,1,0,0,0
5,2,2024-04-09,6637,553,1,0,0,0
6,2,2024-04-09,6980,582,1,0,0,0
1,3,2024-04-10,4782,398,1,0,0,0
2,3,2024-04-10,5219,435,1,0,0,0
3,3,2024-04-10,5705,475,1,0,0,0
4,3,2024-04-10,5906,492,1,0,0,0
5,3,2024-04-10,6635,553,1,0,0,0
6,3,2024-04-10,7047,587,1,0,0,0
1,4,2024-04-11,5062,422,1,0,0,0
2,4,2024-04-11,5513,459,1,0,0,0
3,4,2024-04-11,5886,490,1,0,0,0
4,4,2024-04-11,6619,552,1,0,0,0
5,4,2024-04-11,6657,555,1,0,0,0
6,4,2024-04-11,7037,586,1,0,0,0
1,5,2024-04-12,6970,581,1,1,0,0
2,5,2024-04-12,5740,478,1,0,0,0
3,5,2024-04-12,7722,644,1,1,0,0
4,5,2024-04-12,6606,550,1,0,0,0
5,5,2024-04-12,8773,731,1,1,0,0
6,5,2024-04-12,7666,639,1,0,0,0
1,6,2024-04-13,5177,431,1,0,0,0
2,6,2024-04-13,5450,454,1,0,0,0
3,6,2024-04-13,6170,514,1,0,0,0
4,6,2024-04-13,6561,547,1,0,0,0
5,6,2024-04-13,6819,568,1,0,0,0
6,6,2024-04-13,7151,596,1,0,0,0
1,7,2024-04-14,0,0,0,0,0,0
2,7,2024-04-14,0,0,0,0,0,0
3,7,2024-04-14,5418,452,1,0,0,0
4,7,2024-04-14,0,0,0,0,0,0
5,7,2024-04-14,0,0,0,0,0,0
6,7,2024-04-14,6613,551,1,0,0,0
1,1,2024-04-15,5128,427,1,0,0,0
2,1,2024-04-15,7397,616,1,1,0,0
3,1,2024-04-15,6276,523,1,0,0,0
4,1,2024-04-15,8087,674,1,1,0,0
5,1,2024-04-15,7103,592,1,0,0,0
6,1,2024-04-15,8827,736,1,1,0,0
1,2,2024-04-16,5238,436,1,0,0,0
2,2,2024-04-16,5642,470,1,0,0,0
3,2,2024-04-16,5792,483,1,0,0,0
4,2,2024-04-16,6323,527,1,0,0,0
5,2,2024-04-16,6244,520,1,0,0,0
6,2,2024-04-16,6890,574,1,0,0,0
1,3,2024-04-17,4852,404,1,0,0,0
2,3,2024-04-17,5132,428,1,0,0,0
3,3,2024-04-17,5873,489,1,0,0,0
4,3,2024-04-17,6524,544,1,0,0,0
5,3,2024-04-17,6373,531,1,0,0,0
6,3,2024-04-17,6854,571,1,0,0,0
1,4,2024-04-18,5103,425,1,0,0,0
2,4,2024-04-18,5771,481,1,0,0,0
3,4,2024-04-18,5681,473,1,0,0,0
4,4,2024-04-18,6365,530,1,0,0,0
5,4,2024-04-18,7068,589,1,0,0,0
6,4,2024-04-18,6863,572,1,0,0,0
1,5,2024-04-19,5334,444,1,0,0,0
2,5,2024-04-19,7509,626,1,1,0,0
3,5,2024-04-19,6311,526,1,0,0,0
4,5,2024-04-19,8571,714,1,1,0,0
5,5,2024-04-19,7288,607,1,0,0,0
6,5,2024-04-19,8945,745,1,1,0,0
1,6,2024-04-20,5311,443,1,0,0,0
2,6,2024-04-20,5534,461,1,0,0,0
3,6,2024-04-20,6287,524,1,0,0,0
4,6,2024-04-20,6365,530,1,0,0,0
5,6,2024-04-20,6783,565,1,0,0,0
6,6,2024-04-20,7415,618,1,0,0,0
1,7,2024-04-21,0,0,0,0,0,0
2,7,2024-04-21,0,0,0,0,0,0
3,7,2024-04-21,5497,458,1,0,0,0
4,7,2024-04-21,0,0,0,0,0,0
5,7,2024-04-21,0,0,0,0,0,0
6,7,2024-04-21,6700,558,1,0,0,0
1,1,2024-04-22,6716,560,1,1,0,0
2,1,2024-04-22,5936,495,1,0,0,0
3,1,2024-04-22,7673,639,1,1,0,0
4,1,2024-04-22,6722,560,1,0,0,0
5,1,2024-04-22,8443,704,1,1,0,0
6,1,2024-04-22,7600,633,1,0,0,0
1,2,2024-04-23,4873,406,1,0,0,0
2,2,2024-04-23,5207,434,1,0,0,0
3,2,2024-04-23,5986,499,1,0,0,0
4,2,2024-04-23,6321,527,1,0,0,0
5,2,2024-04-23,6587,549,1,0,0,0
6,2,2024-04-23,7379,615,1,0,0,0
1,3,2024-04-24,4836,403,1,0,0,0
2,3,2024-04-24,5341,445,1,0,0,0
3,3,2024-04-24,5803,484,1,0,0,0
4,3,2024-04-24,6063,505,1,0,0,0
5,3,2024-04-24,6680,557,1,0,0,0
6,3,2024-04-24,6919,577,1,0,0,0
1,4,2024-04-25,4986,416,1,0,0,0
2,4,2024-04-25,5726,477,1,0,0,0
3,4,2024-04-25,5713,476,1,0,0,0
4,4,2024-04-25,5886,490,1,0,0,0
5,4,2024-04-25,7031,586,1,0,0,0
6,4,2024-04-25,7619,635,1,0,0,0
1,5,2024-04-26,7082,590,1,1,0,0
2,5,2024-04-26,5626,469,1,0,0,0
3,5,2024-04-26,7939,662,1,1,0,0
4,5,2024-04-26,6763,564,1,0,0,0
5,5,2024-04-26,8801,733,1,1,0,0
6,5,2024-04-26,7454,621,1,0,0,0
1,6,2024-04-27,5302,442,1,0,0,0
2,6,2024-04-27,5712,476,1,0,0,0
3,6,2024-04-27,5769,481,1,0,0,0
4,6,2024-04-27,6584,549,1,0,0,0
5,6,2024-04-27,7247,604,1,0,0,0
6,6,2024-04-27,7329,611,1,0,0,0
1,7,2024-04-28,0,0,0,0,0,0
2,7,2024-04-28,0,0,0,0,0,0
3,7,2024-04-28,5268,439,1,0,0,0
4,7,2024-04-28,0,0,0,0,0,0
5,7,2024-04-28,0,0,0,0,0,0
6,7,2024-04-28,6564,547,1,0,0,0
1,1,2024-04-29,5490,458,1,0,0,0
2,1,2024-04-29,7088,591,1,1,0,0
3,1,2024-04-29,6249,521,1,0,0,0
4,1,2024-04-29,8169,681,1,1,0,0
5,1,2024-04-29,7392,616,1,0,0,0
6,1,2024-04-29,9048,754,1,1,0,0
1,2,2024-04-30,5268,439,1,0,a,0
2,2,2024-04-30,5190,432,1,0,a,0
3,2,2024-04-30,5914,493,1,0,a,0
4,2,2024-04-30,6286,524,1,0,a,0
5,2,2024-04-30,6492,541,1,0,a,0
6,2,2024-04-30,7100,592,1,0,a,0
1,3,2024-05-01,5074,423,1,0,0,0
2,3,2024-05-01,5218,435,1,0,0,0
3,3,2024-05-01,5391,449,1,0,0,0
4,3,2024-05-01,6113,509,1,0,0,0
5,3,2024-05-01,6373,531,1,0,0,0
6,3,2024-05-01,6894,574,1,0,0,0
1,4,2024-05-02,4978,415,1,0,0,0
2,4,2024-05-02,5105,425,1,0,0,0
3,4,2024-05-02,5542,462,1,0,0,0
4,4,2024-05-02,6339,528,1,0,0,0
5,4,2024-05-02,6578,548,1,0,0,0
6,4,2024-05-02,6631,553,1,0,0,0
1,5,2024-05-03,5619,468,1,0,0,0
2,5,2024-05-03,7547,629,1,1,0,0
3,5,2024-05-03,6189,516,1,0,0,0
4,5,2024-05-03,8101,675,1,1,0,0
5,5,2024-05-03,7308,609,1,0,0,0
6,5,2024-05-03,9241,770,1,1,0,0
1,6,2024-05-04,5541,462,1,0,0,0
2,6,2024-05-04,5608,467,1,0,0,0
3,6,2024-05-04,6022,502,1,0,0,0
4,6,2024-05-04,6342,528,1,0,0,0
5,6,2024-05-04,6939,578,1,0,0,0
6,6,2024-05-04,7325,610,1,0,0,0
1,7,2024-05-05,0,0,0,0,0,0
2,7,2024-05-05,0,0,0,0,0,0
3,7,2024-05-05,5461,455,1,0,0,0
4,7,2024-05-05,0,0,0,0,0,0
5,7,2024-05-05,0,0,0,0,0,0
6,7,2024-05-05,6402,534,1,0,0,0
1,1,2024-05-06,6800,567,1,1,0,0
2,1,2024-05-06,5612,468,1,0,0,0
3,1,2024-05-06,7861,655,1,1,0,0
4,1,2024-05-06,6808,567,1,0,0,0
5,1,2024-05-06,8476,706,1,1,0,0
6,1,2024-05-06,7302,608,1,0,0,0
1,2,2024-05-07,4917,410,1,0,0,0
2,2,2024-05-07,5236,436,1,0,0,0
3,2,2024-05-07,5872,489,1,0,0,0
4,2,2024-05-07,5715,476,1,0,0,0
5,2,2024-05-07,6392,533,1,0,0,0
6,2,2024-05-07,6820,568,1,0,0,0
1,3,2024-05-08,4324,360,1,0,0,0
2,3,2024-05-08,4988,416,1,0,0,0
3,3,2024-05-08,5417,451,1,0,0,0
4,3,2024-05-08,5965,497,1,0,0,0
5,3,2024-05-08,6622,552,1,0,0,0
6,3,2024-05-08,6797,566,1,0,0,0
1,4,2024-05-09,4687,391,1,0,0,0
2,4,2024-05-09,5282,440,1,0,0,0
3,4,2024-05-09,5901,492,1,0,0,0
4,4,2024-05-09,5956,496,1,0,0,0
5,4,2024-05-09,6388,532,1,0,0,0
6,4,2024-05-09,7073,589,1,0,0,0
1,5,2024-05-10,6912,576,1,1,0,0
2,5,2024-05-10,5889,491,1,0,0,0
3,5,2024-05-10,7790,649,1,1,0,0
4,5,2024-05-10,6738,562,1,0,0,0
5,5,2024-05-10,8446,704,1,1,0,0
6,5,2024-05-10,7450,621,1,0,0,0
1,6,2024-05-11,4944,412,1,0,0,0
2,6,2024-05-11,5183,432,1,0,0,0
3,6,2024-05-11,5540,462,1,0,0,0
4,6,2024-05-11,6365,530,1,0,0,0
5,6,2024-05-11,6599,550,1,0,0,0
6,6,2024-05-11,6898,575,1,0,0,0
1,7,2024-05-12,0,0,0,0,0,0
2,7,2024-05-12,0,0,0,0,0,0
3,7,2024-05-12,5084,424,1,0,0,0
4,7,2024-05-12,0,0,0,0,0,0
5,7,2024-05-12,0,0,0,0,0,0
6,7,2024-05-12,6564,547,1,0,0,0
1,1,2024-05-13,4730,394,1,0,0,0
2,1,2024-05-13,6891,574,1,1,0,0
3,1,2024-05-13,5814,484,1,0,0,0
4,1,2024-05-13,8263,689,1,1,0,0
5,1,2024-05-13,6871,573,1,0,0,0
6,1,2024-05-13,8979,748,1,1,0,0
1,2,2024-05-14,4264,355,1,0,0,1
2,2,2024-05-14,4688,391,1,0,0,1
3,2,2024-05-14,5390,449,1,0,0,1
4,2,2024-05-14,5740,478,1,0,0,1
5,2,2024-05-14,6248,521,1,0,0,1
6,2,2024-05-14,6536,545,1,0,0,1
1,3,2024-05-15,4399,367,1,0,0,1
2,3,2024-05-15,4797,400,1,0,0,1
3,3,2024-05-15,5329,444,1,0,0,1
4,3,2024-05-15,5754,480,1,0,0,1
5,3,2024-05-15,5737,478,1,0,0,1
6,3,2024-05-15,6044,504,1,0,0,1
1,4,2024-05-16,4658,388,1,0,0,1
2,4,2024-05-16,5112,426,1,0,0,1
3,4,2024-05-16,5134,428,1,0,0,1
4,4,2024-05-16,5403,450,1,0,0,1
5,4,2024-05-16,6176,515,1,0,0,1
6,4,2024-05-16,6745,562,1,0,0,1
1,5,2024-05-17,5531,461,1,0,0,0
2,5,2024-05-17,7320,610,1,1,0,0
3,5,2024-05-17,5980,498,1,0,0,0
4,5,2024-05-17,7906,659,1,1,0,0
5,5,2024-05-17,6889,574,1,0,0,0
6,5,2024-05-17,8853,738,1,1,0,0
1,6,2024-05-18,4654,388,1,0,0,0
2,6,2024-05-18,5626,469,1,0,0,0
3,6,2024-05-18,5998,500,1,0,0,0
4,6,2024-05-18,6301,525,1,0,0,0
5,6,2024-05-18,6351,529,1,0,0,0
6,6,2024-05-18,7091,591,1,0,0,0
1,7,2024-05-19,0,0,0,0,0,0
2,7,2024-05-19,0,0,0,0,0,0
3,7,2024-05-19,5072,423,1,0,0,0
4,7,2024-05-19,0,0,0,0,0,0
5,7,2024-05-19,0,0,0,0,0,0
6,7,2024-05-19,6297,525,1,0,0,0
